340411,Pantry,John West Tuna Chunks In Springwater 95g,$1.35,$14.21 / 1KG,$1.35,$14.21 / 1KG,$2.70,SAVE $1.35,,https://www.woolworths.com.au/shop/productdetails/340411/john-west-tuna-chunks-in-springwater-tempter-in-springwater,"MSC certified purse seine caught skipjack tuna (Katsuwonus pelamis) (*fish*) (65%), springwater, salt.",
663584,Pantry,Macro Organic Black Bean No Added Salt 420g,$1.50,$3.57 / 1KG,$1.50,$3.57 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/663584/macro-organic-black-bean-no-added-salt,"Organic Black Beans (60%), Water",
325134,Pantry,Essentials Parmesan Cheese 100g,$2.00,$20.00 / 1KG,$2.00,$20.00 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/325134/essentials-parmesan-cheese,"Pastuerised Milk (97%), Salt, Starter Culture, Enzyme (Non Animal Rennet)",
89160,Pantry,Cloverdale Pure Honey Squeeze 400g,$4.70,$1.18 / 100G,$4.70,$1.18 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/89160/cloverdale-pure-honey-squeeze,Honey,
292796,Pantry,Cottee's Strawberry Jam 375g,$3.50,$0.93 / 100G,$3.50,$0.93 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/292796/cottee-s-strawberry-jam,"Sugar, Strawberries (40%), Gelling Agent (Pectin), Food Acid (Citric Acid).",
77384,Pantry,Woolworths Minced Garlic 250g,$1.25,$0.05 / 10G,$1.25,$0.05 / 10G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/77384/woolworths-minced-garlic,"Rehydrated Garlic (99%) (Water, Dried Garlic), Acidity Regulator (Citric Acid)",
720342,Pantry,Essentials Brown Sugar 1kg,$3.30,$0.33 / 100G,$3.30,$0.33 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/720342/essentials-brown-sugar,Cane Sugar,
77385,Pantry,Woolworths Minced Garlic 500g,$2.30,$0.05 / 10G,$2.30,$0.05 / 10G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/77385/woolworths-minced-garlic,"Rehydrated Garlic (99%) (Water, Dried Garlic), Acidity Regulator (Citric Acid)",
730998,Pantry,Pauls Zymil Lactose Free Full Cream Long Life Milk UHT 1L,$3.00,$3.00 / 1L,$3.00,$3.00 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/730998/pauls-zymil-lactose-free-full-cream-long-life-milk-uht,"Full cream milk, enzyme (lactase).",
33296,Pantry,Essentials Self Raising Flour 1kg,$1.30,$1.30 / 1KG,$1.30,$1.30 / 1KG,,LOWER SHELF PRICE,WAS $1.40 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/33296/essentials-self-raising-flour,"Wheat Flour, Raising Agents (450, 500, 341, 339)",
700642,Pantry,Macro Organic Tomatoes Diced No Added Salt 400g,$1.80,$4.50 / 1KG,$1.80,$4.50 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/700642/macro-organic-tomatoes-diced-no-added-salt,"Organic Diced Tomatoes (60%), Organic Tomato Juice",
178887,Pantry,Essentials Tuna Chunks In Spring Water 185g,$1.70,$9.19 / 1KG,$1.70,$9.19 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/178887/essentials-tuna-chunks-in-spring-water,"Skipjack Tuna (Fish) (65%), Springwater (35%)",
5743,Pantry,Essentials White Sugar 2kg,$2.60,$0.13 / 100G,$2.60,$0.13 / 100G,,LOWER SHELF PRICE,WAS $2.85 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/5743/essentials-white-sugar,Cane Sugar (100%),
208575,Pantry,Moccona Freeze Dried Instant Coffee Classic Medium Roast 400g,$37.50,$9.38 / 100G,$37.50,$9.38 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/208575/moccona-freeze-dried-instant-coffee-classic-medium-roast,100% Coffee beans.,
694550,Pantry,Woolworths Basmati Rice 1kg,$4.00,$0.40 / 100G,$4.00,$0.40 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/694550/woolworths-basmati-rice,Basmati Rice,
39128,Pantry,Essentials Cornflour 500g,$2.25,$4.50 / 1KG,$2.25,$4.50 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/39128/essentials-cornflour,"Cornflour, Preservative (Sulphur Dioxide (Sulphite s)).",
258479,Pantry,Woolworths Pizza Sauce Squeeze Bottle 415g,$2.50,$0.60 / 100G,$2.50,$0.60 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/258479/woolworths-pizza-sauce-squeeze-bottle,"Tomatoes (98%) (Tomato Paste, Water), Salt, Herbs, Onion",
310675,Pantry,Vitasoy Unsweetened Oat Long Life Milk UHT 1L,$3.30,$3.30 / 1L,$3.30,$3.30 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/310675/vitasoy-unsweetened-oat-long-life-milk-uht,"Filtered Water, Whole Oats (min. 10%), Sunflower O,il, Oat Flour, Gum Arabic, Mineral (Calcium Carbon,ate, Calcium Phosphate), Food Acid (340), Natural,Flavour, Sea Salt.",
48883,Pantry,Fantastic Chicken Noodle Bowl 85g,$2.50,$2.94 / 100G,$2.50,$2.94 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/48883/fantastic-chicken-noodle-bowl,"Noodles: Wheat Flour, Vegetable Oil (Antioxidant (319)), Modified Starch (1420), Salt, Mineral Salts (501, 500, 451), Vegetable Gum (412).Flavour Sachet: Salt, Flavour Enhancers (621, 627, 631), Flavours (Soy, Wheat), Herbs and Spices, Sugar, Yeast Extract, Colour (100), Vegetable Oil (Antioxidant (319)), Anticaking Agent (551), Antioxidant (307b).Vegetable Sachet: Dehydrated Vegetables.",
753340,Pantry,Woolworths Pesto Basil 190g,$1.95,$1.03 / 100G,$1.95,$1.03 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/753340/woolworths-pesto-basil,"Vegetable Oil, Basil (31%), Cashews (6%), Grana Padano Cheese (4.5%) (Milk, Egg), Salt, Pecorino Romano Cheese (1%) (Milk), Sugar, Potato Starch, Milk Proteins, Extra Virgin Olive Oil, Acidity Regulator (Lactic Acid), Garlic, Natural Flavour, Emulsifier (Xanthan Gum)",
779134,Pantry,Woolworths Unsweetened Almond Long Life Milk UHT 1L,$2.00,$2.00 / 1L,$2.00,$2.00 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/779134/woolworths-unsweetened-almond-long-life-milk-uht,"Water, Almonds (2.5%), Mineral Salt (Calcium Carbo nate), Stabilisers (Gellan Gum, Xanthan Gum, Cellu lose, 466), Natural Vanilla Flavour, Salt, Emulsif ier (Lecithin).",
83295,Pantry,Woolworths Panko Bread Crumbs 220g,$2.30,$1.05 / 100G,$2.30,$1.05 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/83295/woolworths-panko-bread-crumbs,"Wheat Flour, Yeast, Sugar, Salt, Wheat Gluten.",
230392,Pantry,Ardmona Crushed Vine Ripened Tomatoes 400g,$2.10,$5.12 / 1KG,$2.10,$5.12 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/230392/ardmona-crushed-vine-ripened-tomatoes,"Tomatoes (89%) Crushed and Juice), Tomato Paste, T hickener (1422).",
346837,Pantry,Woolworths Pasta Macaroni 500g,$1.00,$0.20 / 100G,$1.00,$0.20 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/346837/woolworths-pasta-macaroni,100 % Australian Durum Wheat Semolina,
346831,Pantry,Woolworths Pasta Penne Rigate 500g,$1.00,$0.20 / 100G,$1.00,$0.20 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/346831/woolworths-pasta-penne-rigate,Durum Wheat Semolina.,
147312,Pantry,Nutella Hazelnut Chocolate Spread 400g,$6.70,$1.68 / 100G,$6.70,$1.68 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/147312/nutella-hazelnut-chocolate-spread-spread,,
280512,Pantry,Vegemite Spread 560g,$9.40,$1.68 / 100G,$9.40,$1.68 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/280512/vegemite-spread,"YEAST EXTRACT (WHEAT, BARLEY), SALT, MINERAL SALT (508), MALT EXTRACT (BARLEY), COLOUR (150c), FLAVOURS, NIACIN, THIAMINE, RIBOFLAVIN, FOLATE.",
